id,Type,Name,Price,Quantity,Units In,Cost/Unit,MENU PRICE,GP,CASH MARGIN,WITH 70% GP,created_at
971941fa-5849-449f-86b3-cd63163e086b,Draught,Estrela Galicia,171.68,1,88,1.950909090909091,7.25,0.6770909090909091,4.908909090909091,7.803636363636363,2026-02-16T16:13:41.967728+00:00
7d4d246d-adbc-45bb-a290-bc3e53da6885,Draught,San Miguel,144.24,1,88,1.64,7.25,0.7285517241379311,5.282,6.56,2026-02-19T17:58:54.231087+00:00
99b50e06-52ad-4591-867a-55877e02a9ce,Draught,Hawkstone,170.0,1,88,1.93,7.25,0.6805517241379311,4.934,7.72,2026-03-02T20:45:12.537354+00:00
89bead98-394b-4905-b62e-30f3b2c7c501,Draught,Guinness,166.63,1,88,1.89,7.5,0.6976,5.232,7.56,2026-03-03T12:10:12.296295+00:00
6edfcf43-9b55-445f-9e3c-2fc4b40c652d,Draught,Hawkstone Cider,148.87,1,88,1.69,7.25,0.7202758620689655,5.2219999999999995,6.760000000000001,2026-03-09T07:13:14.221986+00:00
f3b1ae33-4b3a-4048-9e17-053be2daf97f,Draught,Prior Life,64.19,1,52,1.23,6.9,0.7860869565217392,5.424,4.919999999999999,2026-03-03T12:11:42.102560+00:00
5c3186f4-2b17-4c44-87de-79f20d5d97f9,Draught,Thatchers Gold,119.89,1,88,1.3623863636363636,7.0,0.766448051948052,5.365136363636363,5.449545454545454,2026-03-03T12:14:02.153269+00:00
0e18b6da-08c8-45bf-a3b3-1a13e2a398fe,Draught,Old Speckled Hen,78.34,1,52,1.51,6.9,0.7373913043478262,5.088000000000001,6.04,2026-03-03T12:12:46.836603+00:00
